title,company,location,salary,description,requirements,url,date_posted,source
Quality Control Systems Manager,Summit Financial,"Atlanta, GA","78,000-118,000","Summit Financial is hiring a Quality Control Systems Manager in Atlanta, GA. Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.

Responsibilities:
- Stop production if serious product defects are present.
- Review and update standard operating procedures or quality assurance manuals.
- Monitor performance of quality control systems to ensure effectiveness and efficiency.
- Review quality documentation necessary for regulatory submissions and inspections.
- Analyze quality control test results and provide feedback and interpretation to production management or staff.
- Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Adobe Acrobat
- Working knowledge of Production and Processing
- Working knowledge of Education and Training
- Working knowledge of English Language

Preferred qualifications:
- Experience with Atlassian JIRA, Extensible markup language XML, Linux, Microsoft Access",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Adobe Acrobat; Production and Processing; Education and Training; English Language,https://example.com/jobs/11-3051.01,2026-06-01,LinkedIn
Technical Writer,Cedar Ridge Care,"Atlanta, GA","78,000-118,000","Cedar Ridge Care is hiring a Technical Writer in Atlanta, GA. Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.

Responsibilities:
- Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.
- Maintain records and files of work and revisions.
- Edit, standardize, or make changes to material prepared by other writers or establishment personnel.
- Select photographs, drawings, sketches, diagrams, and charts to illustrate material.
- Interview production and engineering personnel and read journals and other material to become familiar with product technologies and production methods.
- Develop or maintain online help documentation.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Atlassian Confluence, Atlassian JIRA, Extensible markup language XML, Microsoft Excel, Microsoft Office software
- Working knowledge of English Language
- Working knowledge of Computers and Electronics
- Working knowledge of Administrative

Preferred qualifications:
- Experience with Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Visio",Atlassian Confluence; Atlassian JIRA; Extensible markup language XML; Microsoft Excel; Microsoft Office software; English Language; Computers and Electronics; Administrative,https://example.com/jobs/27-3042.00,2026-06-01,LinkedIn
Technical Writer,Vantage Retail,Remote,"78,000-118,000","Vantage Retail is hiring a Technical Writer in Remote. Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.

Responsibilities:
- Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.
- Maintain records and files of work and revisions.
- Edit, standardize, or make changes to material prepared by other writers or establishment personnel.
- Select photographs, drawings, sketches, diagrams, and charts to illustrate material.
- Interview production and engineering personnel and read journals and other material to become familiar with product technologies and production methods.
- Develop or maintain online help documentation.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Atlassian Confluence, Atlassian JIRA, Extensible markup language XML, Microsoft Excel, Microsoft Office software
- Working knowledge of English Language
- Working knowledge of Computers and Electronics
- Working knowledge of Administrative

Preferred qualifications:
- Experience with Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Visio",Atlassian Confluence; Atlassian JIRA; Extensible markup language XML; Microsoft Excel; Microsoft Office software; English Language; Computers and Electronics; Administrative,https://example.com/jobs/27-3042.00,2026-06-01,LinkedIn
Document Management Specialist,Onyx Technologies,Remote,"78,000-118,000","Onyx Technologies is hiring a Document Management Specialist in Remote. Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.

Responsibilities:
- Assist in determining document management policies to facilitate efficient, legal, and secure access to electronic content.
- Assist in the development of document or content classification taxonomies to facilitate information capture, search, and retrieval.
- Implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists.
- Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.
- Develop, document, or maintain standards, best practices, or system usage procedures.
- Assist in the assessment, acquisition, or deployment of new electronic document management systems.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint
- Working knowledge of English Language
- Working knowledge of Administration and Management
- Working knowledge of Computers and Electronics

Preferred qualifications:
- Experience with Microsoft Word, Adobe Acrobat, Adobe InDesign, Adobe Photoshop",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft SharePoint; English Language; Administration and Management; Computers and Electronics,https://example.com/jobs/15-1299.03,2026-06-01,LinkedIn
Document Management Specialist,Harborview Systems,"Columbus, OH","78,000-118,000","Harborview Systems is hiring a Document Management Specialist in Columbus, OH. Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.

Responsibilities:
- Assist in determining document management policies to facilitate efficient, legal, and secure access to electronic content.
- Assist in the development of document or content classification taxonomies to facilitate information capture, search, and retrieval.
- Implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists.
- Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.
- Develop, document, or maintain standards, best practices, or system usage procedures.
- Assist in the assessment, acquisition, or deployment of new electronic document management systems.

Required qualifications:
- Bachelor's degree; 2-4 years of relevant experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint
- Working knowledge of English Language
- Working knowledge of Administration and Management
- Working knowledge of Computers and Electronics

Preferred qualifications:
- Experience with Microsoft Word, Adobe Acrobat, Adobe InDesign, Adobe Photoshop",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft SharePoint; English Language; Administration and Management; Computers and Electronics,https://example.com/jobs/15-1299.03,2026-06-01,LinkedIn
Home Health Aide,Pinnacle Services,"Columbus, OH","40,000-62,000","Pinnacle Services is hiring a Home Health Aide in Columbus, OH. Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.

Responsibilities:
- Maintain records of patient care, condition, progress, or problems to report and discuss observations with supervisor or case manager.
- Provide patients with help moving in and out of beds, baths, wheelchairs, or automobiles and with dressing and grooming.
- Bathe patients.
- Care for patients by changing bed linens, washing and ironing laundry, cleaning, or assisting with their personal care.
- Entertain, converse with, or read aloud to patients to keep them mentally healthy and alert.
- Plan, purchase, prepare, or serve meals to patients or other family members, according to prescribed diets.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language
- Working knowledge of Psychology

Preferred qualifications:
- Experience with Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word",Linux; Microsoft Access; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Customer and Personal Service; English Language; Psychology,https://example.com/jobs/31-1121.00,2026-06-01,LinkedIn
Home Health Aide,Greenfield Manufacturing,"Charlotte, NC","40,000-62,000","Greenfield Manufacturing is hiring a Home Health Aide in Charlotte, NC. Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.

Responsibilities:
- Maintain records of patient care, condition, progress, or problems to report and discuss observations with supervisor or case manager.
- Provide patients with help moving in and out of beds, baths, wheelchairs, or automobiles and with dressing and grooming.
- Bathe patients.
- Care for patients by changing bed linens, washing and ironing laundry, cleaning, or assisting with their personal care.
- Entertain, converse with, or read aloud to patients to keep them mentally healthy and alert.
- Plan, purchase, prepare, or serve meals to patients or other family members, according to prescribed diets.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language
- Working knowledge of Psychology

Preferred qualifications:
- Experience with Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word",Linux; Microsoft Access; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Customer and Personal Service; English Language; Psychology,https://example.com/jobs/31-1121.00,2026-06-01,LinkedIn
Personal Care Aide,Northbridge Health,"Charlotte, NC","40,000-62,000","Northbridge Health is hiring a Personal Care Aide in Charlotte, NC. Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.

Responsibilities:
- Prepare and maintain records of client progress and services performed, reporting changes in client condition to manager or supervisor.
- Administer bedside or personal care, such as ambulation or personal hygiene assistance.
- Perform healthcare-related tasks, such as monitoring vital signs and medication, under the direction of registered nurses or physiotherapists.
- Participate in case reviews, consulting with the team caring for the client, to evaluate the client's needs and plan for continuing services.
- Instruct or advise clients on issues, such as household cleanliness, utilities, hygiene, nutrition, or infant care.
- Care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with MEDITECH software, Appletree, August Systems Visit Wizard, Computer reading software, Email software
- Working knowledge of English Language
- Working knowledge of Transportation
- Working knowledge of Customer and Personal Service

Preferred qualifications:
- Experience with FaceTime, Mi-Co Mi-Forms, Voltage SecureMail",MEDITECH software; Appletree; August Systems Visit Wizard; Computer reading software; Email software; English Language; Transportation; Customer and Personal Service,https://example.com/jobs/31-1122.00,2026-06-01,LinkedIn
Personal Care Aide,Capital One,"McLean, VA","40,000-62,000","Capital One is hiring a Personal Care Aide in McLean, VA. Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.

Responsibilities:
- Prepare and maintain records of client progress and services performed, reporting changes in client condition to manager or supervisor.
- Administer bedside or personal care, such as ambulation or personal hygiene assistance.
- Perform healthcare-related tasks, such as monitoring vital signs and medication, under the direction of registered nurses or physiotherapists.
- Participate in case reviews, consulting with the team caring for the client, to evaluate the client's needs and plan for continuing services.
- Instruct or advise clients on issues, such as household cleanliness, utilities, hygiene, nutrition, or infant care.
- Care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with MEDITECH software, Appletree, August Systems Visit Wizard, Computer reading software, Email software
- Working knowledge of English Language
- Working knowledge of Transportation
- Working knowledge of Customer and Personal Service

Preferred qualifications:
- Experience with FaceTime, Mi-Co Mi-Forms, Voltage SecureMail",MEDITECH software; Appletree; August Systems Visit Wizard; Computer reading software; Email software; English Language; Transportation; Customer and Personal Service,https://example.com/jobs/31-1122.00,2026-06-01,LinkedIn
Web Developer,Turner Construction,"McLean, VA","55,000-82,000","Turner Construction is hiring a Web Developer in McLean, VA. Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.

Responsibilities:
- Write supporting code for Web applications or Web sites.
- Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.
- Back up files from Web sites to local directories for instant recovery in case of problems.
- Select programming languages, design tools, or applications.
- Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.
- Develop databases that support Web applications and Web sites.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Amazon Web Services AWS software, Apache Kafka, Atlassian JIRA, C#, Cascading style sheets CSS
- Working knowledge of Computers and Electronics
- Working knowledge of English Language
- Working knowledge of Mathematics

Preferred qualifications:
- Experience with Docker, Git, GitHub, Go",Amazon Web Services AWS software; Apache Kafka; Atlassian JIRA; C#; Cascading style sheets CSS; Computers and Electronics; English Language; Mathematics,https://example.com/jobs/15-1254.00,2026-06-01,LinkedIn
Web Developer,Meridian Logistics,"Atlanta, GA","55,000-82,000","Meridian Logistics is hiring a Web Developer in Atlanta, GA. Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.

Responsibilities:
- Write supporting code for Web applications or Web sites.
- Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.
- Back up files from Web sites to local directories for instant recovery in case of problems.
- Select programming languages, design tools, or applications.
- Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.
- Develop databases that support Web applications and Web sites.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Amazon Web Services AWS software, Apache Kafka, Atlassian JIRA, C#, Cascading style sheets CSS
- Working knowledge of Computers and Electronics
- Working knowledge of English Language
- Working knowledge of Mathematics

Preferred qualifications:
- Experience with Docker, Git, GitHub, Go",Amazon Web Services AWS software; Apache Kafka; Atlassian JIRA; C#; Cascading style sheets CSS; Computers and Electronics; English Language; Mathematics,https://example.com/jobs/15-1254.00,2026-06-01,LinkedIn
Customer Service Representative,Brightpath Solutions,"Atlanta, GA","40,000-62,000","Brightpath Solutions is hiring a Customer Service Representative in Atlanta, GA. Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.

Responsibilities:
- Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.
- Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.
- Check to ensure that appropriate changes were made to resolve customers' problems.
- Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.
- Determine charges for services requested, collect deposits or payments, or arrange for billing.
- Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Adobe Acrobat, Adobe Creative Cloud software
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Adobe Illustrator, Adobe Photoshop, Apple macOS, Facebook",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Adobe Acrobat; Adobe Creative Cloud software; Customer and Personal Service; English Language; Administration and Management,https://example.com/jobs/43-4051.00,2026-06-01,LinkedIn
Customer Service Representative,Summit Financial,Remote,"40,000-62,000","Summit Financial is hiring a Customer Service Representative in Remote. Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.

Responsibilities:
- Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.
- Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.
- Check to ensure that appropriate changes were made to resolve customers' problems.
- Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.
- Determine charges for services requested, collect deposits or payments, or arrange for billing.
- Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Adobe Acrobat, Adobe Creative Cloud software
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language
- Working knowledge of Administration and Management

Preferred qualifications:
- Experience with Adobe Illustrator, Adobe Photoshop, Apple macOS, Facebook",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Adobe Acrobat; Adobe Creative Cloud software; Customer and Personal Service; English Language; Administration and Management,https://example.com/jobs/43-4051.00,2026-06-01,LinkedIn
Computer User Support Specialist,Cedar Ridge Care,Remote,"55,000-82,000","Cedar Ridge Care is hiring a Computer User Support Specialist in Remote. Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.

Responsibilities:
- Oversee the daily performance of computer systems.
- Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.
- Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.
- Answer user inquiries regarding computer software or hardware operation to resolve problems.
- Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.
- Confer with staff, users, and management to establish requirements for new systems or modifications.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Apple iOS, Apple macOS, Firewall software, Linux, Microsoft Active Directory
- Working knowledge of Computers and Electronics
- Working knowledge of Customer and Personal Service
- Working knowledge of Telecommunications

Preferred qualifications:
- Experience with Microsoft Azure software, Microsoft Excel, Microsoft Office software, Microsoft Outlook",Apple iOS; Apple macOS; Firewall software; Linux; Microsoft Active Directory; Computers and Electronics; Customer and Personal Service; Telecommunications,https://example.com/jobs/15-1232.00,2026-06-01,LinkedIn
Computer User Support Specialist,Vantage Retail,"Columbus, OH","55,000-82,000","Vantage Retail is hiring a Computer User Support Specialist in Columbus, OH. Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.

Responsibilities:
- Oversee the daily performance of computer systems.
- Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.
- Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.
- Answer user inquiries regarding computer software or hardware operation to resolve problems.
- Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.
- Confer with staff, users, and management to establish requirements for new systems or modifications.

Required qualifications:
- Associate's degree or vocational training plus apprenticeship; 1-2 years of relevant experience
- Proficiency with Apple iOS, Apple macOS, Firewall software, Linux, Microsoft Active Directory
- Working knowledge of Computers and Electronics
- Working knowledge of Customer and Personal Service
- Working knowledge of Telecommunications

Preferred qualifications:
- Experience with Microsoft Azure software, Microsoft Excel, Microsoft Office software, Microsoft Outlook",Apple iOS; Apple macOS; Firewall software; Linux; Microsoft Active Directory; Computers and Electronics; Customer and Personal Service; Telecommunications,https://example.com/jobs/15-1232.00,2026-06-01,LinkedIn
Telemarketer,Onyx Technologies,"Columbus, OH","40,000-62,000","Onyx Technologies is hiring a Telemarketer in Columbus, OH. Solicit donations or orders for goods or services over the telephone.

Responsibilities:
- Contact businesses or private individuals by telephone to solicit sales for goods or services, or to request donations for charitable causes.
- Obtain customer information such as name, address, and payment method, and enter orders into computers.
- Explain products or services and prices, and answer questions from customers.
- Record names, addresses, purchases, and reactions of prospects contacted.
- Maintain records of contacts, accounts, and orders.
- Answer telephone calls from potential customers who have been solicited through advertisements.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word
- Working knowledge of Sales and Marketing
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Salesforce software, Zoom, Acarda Sales Technologies Acarda Outbound, Automatic call distribution software",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; Sales and Marketing; Customer and Personal Service; English Language,https://example.com/jobs/41-9041.00,2026-06-01,LinkedIn
Telemarketer,Harborview Systems,"Charlotte, NC","40,000-62,000","Harborview Systems is hiring a Telemarketer in Charlotte, NC. Solicit donations or orders for goods or services over the telephone.

Responsibilities:
- Contact businesses or private individuals by telephone to solicit sales for goods or services, or to request donations for charitable causes.
- Obtain customer information such as name, address, and payment method, and enter orders into computers.
- Explain products or services and prices, and answer questions from customers.
- Record names, addresses, purchases, and reactions of prospects contacted.
- Maintain records of contacts, accounts, and orders.
- Answer telephone calls from potential customers who have been solicited through advertisements.

Required qualifications:
- High school diploma; some vocational training or certification; some prior experience
- Proficiency with Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word
- Working knowledge of Sales and Marketing
- Working knowledge of Customer and Personal Service
- Working knowledge of English Language

Preferred qualifications:
- Experience with Salesforce software, Zoom, Acarda Sales Technologies Acarda Outbound, Automatic call distribution software",Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; Sales and Marketing; Customer and Personal Service; English Language,https://example.com/jobs/41-9041.00,2026-06-01,LinkedIn
